iter	Passed	Remaining
175	4016	18805
176	4035	18765
177	4055	18726
178	4078	18705
179	4106	18708
180	4131	18693
181	4162	18708
182	4184	18680
183	4206	18657
184	4228	18626
185	4249	18595
186	4268	18558
187	4288	18520
188	4307	18484
189	4327	18447
190	4356	18454
191	4385	18454
192	4407	18427
193	4427	18396
194	4449	18366
195	4469	18333
196	4487	18292
197	4509	18265
198	4528	18227
199	4549	18197
200	4581	18210
201	4606	18199
202	4633	18190
203	4657	18173
204	4679	18145
205	4699	18113
206	4719	18078
207	4739	18046
208	4759	18012
209	4779	17980
210	4806	17973
211	4833	17967
212	4857	17949
213	4878	17917
214	4899	17889
215	4920	17858
216	4940	17825
217	4961	17796
218	4981	17764
219	5001	17731
220	5032	17739
221	5061	17737
222	5081	17706
223	5102	17675
224	5121	17640
225	5148	17631
226	5173	17616
227	5192	17581
228	5213	17552
229	5232	17516
230	5267	17534
231	5289	17508
232	5309	17477
233	5329	17447
234	5351	17421
235	5370	17386
236	5393	17365
237	5414	17336
238	5434	17304
239	5454	17272
240	5479	17258
241	5508	17253
242	5532	17236
243	5553	17207
244	5573	17176
245	5593	17145
246	5613	17112
247	5632	17080
248	5657	17063
249	5687	17063
250	5716	17056
251	5743	17048
252	5764	17019
253	5785	16992
254	5805	16960
255	5825	16929
256	5844	16895
257	5865	16869
258	5885	16837
259	5912	16827
260	5942	16826
261	5965	16802
262	5987	16777
263	6008	16750
264	6028	16719
265	6048	16690
266	6068	16658
267	6088	16630
268	6108	16598
269	6134	16586
270	6164	16582
271	6190	16568
272	6218	16558
273	6236	16525
274	6257	16497
275	6277	16467
276	6296	16433
277	6314	16400
278	6337	16377
279	6366	16370
280	6389	16349
281	6412	16326
282	6433	16300
283	6454	16273
284	6473	16241
285	6492	16208
286	6512	16179
287	6533	16151
288	6558	16134
289	6587	16127
290	6609	16102
291	6627	16069
292	6647	16040
293	6668	16013
294	6688	15984
295	6715	15971
296	6739	15951
297	6761	15927
298	6790	15919
299	6816	15904
300	6836	15875
301	6857	15849
302	6878	15821
303	6899	15795
304	6918	15764
305	6940	15740
306	6963	15719
307	6989	15702
308	7012	15682
309	7037	15663
310	7057	15635
311	7077	15607
312	7097	15578
313	7118	15551
314	7139	15525
315	7161	15502
316	7191	15493
317	7216	15476
318	7238	15452
319	7268	15444
320	7290	15422
321	7311	15394
322	7331	15366
323	7352	15339
324	7371	15310
325	7398	15295
326	7427	15287
327	7456	15275
328	7477	15250
329	7499	15226
330	7520	15199
331	7541	15173
332	7561	15145
333	7580	15115
334	7599	15084
335	7631	15080
336	7652	15055
337	7672	15026
338	7692	15000
339	7713	14973
340	7733	14945
341	7753	14918
342	7777	14897
343	7806	14887
344	7831	14868
345	7859	14855
346	7879	14828
347	7900	14801
348	7920	14774
349	7942	14749
350	7962	14721
351	7983	14696
352	8003	14669
353	8033	14659
354	8058	14640
355	8079	14614
356	8099	14587
357	8120	14562
358	8140	14535
359	8158	14504
360	8177	14474
361	8197	14446
362	8215	14417
363	8237	14393
364	8267	14382
365	8294	14368
366	8321	14352
367	8342	14326
368	8363	14302
369	8384	14275
370	8404	14249
371	8423	14219
372	8445	14196
373	8480	14193
374	8500	14167
375	8519	14139
376	8539	14112
377	8558	14083
378	8579	14056
379	8598	14028
380	8619	14004
381	8640	13977
382	8669	13966
383	8697	13952
384	8717	13925
385	8737	13898
386	8757	13871
387	8778	13847
388	8797	13818
389	8827	13806
390	8847	13780
391	8868	13754
392	8896	13740
393	8931	13736
394	8953	13714
395	8973	13687
396	8994	13661
397	9015	13636
398	9035	13609
399	9055	13582
400	9075	13556
401	9096	13531
402	9125	13519
403	9151	13500
404	9170	13472
405	9190	13446
406	9210	13419
407	9230	13393
408	9252	13369
409	9272	13343
410	9293	13318
411	9319	13299
412	9349	13288
413	9378	13274
414	9397	13247
415	9418	13222
416	9438	13196
417	9458	13169
418	9478	13142
419	9495	13113
420	9515	13086
421	9541	13069
422	9572	13057
423	9591	13029
424	9611	13004
425	9631	12977
426	9654	12955
427	9675	12930
428	9695	12905
429	9714	12876
430	9734	12851
431	9760	12833
432	9790	12821
433	9813	12797
434	9833	12772
435	9856	12750
436	9885	12735
437	9906	12711
438	9927	12685
439	9947	12659
440	9970	12638
441	9998	12622
442	10024	12603
443	10043	12577
444	10064	12552
445	10083	12524
446	10103	12498
447	10123	12473
448	10144	12448
449	10164	12423
450	10185	12399
451	10216	12385
452	10240	12365
453	10261	12340
454	10279	12313
455	10298	12285
456	10318	12259
457	10338	12235
458	10359	12210
459	10384	12190
460	10416	12178
461	10448	12167
462	10467	12140
463	10487	12114
464	10507	12089
465	10528	12064
466	10547	12038
467	10567	12012
468	10587	11986
469	10607	11961
470	10632	11942
471	10662	11927
472	10687	11907
473	10709	11884
474	10729	11858
475	10751	11835
476	10771	11810
477	10791	11784
478	10811	11759
479	10831	11733
480	10858	11716
481	10883	11695
482	10919	11688
483	10952	11677
484	10979	11658
485	11004	11638
486	11024	11613
487	11045	11588
488	11069	11567
489	11098	11551
490	11125	11533
491	11147	11510
492	11167	11484
493	11188	11459
494	11205	11432
495	11226	11407
496	11245	11381
497	11264	11355
498	11293	11339
499	11321	11321
500	11344	11299
501	11364	11274
502	11384	11248
503	11404	11223
504	11423	11197
505	11455	11183
506	11475	11158
507	11506	11144
508	11533	11125
509	11554	11101
510	11576	11078
511	11596	11052
512	11616	11027
513	11637	11003
514	11657	10978
515	11678	10954
516	11698	10928
517	11726	10911
518	11753	10892
519	11774	10868
520	11796	10845
521	11817	10821
522	11837	10796
523	11856	10770
524	11875	10744
525	11897	10721
526	11928	10705
527	11954	10686
528	11990	10675
529	12014	10654
530	12033	10628
531	12053	10603
532	12073	10578
533	12094	10554
534	12114	10529
535	12139	10508
536	12163	10487
537	12190	10468
538	12210	10443
539	12230	10418
540	12250	10393
541	12271	10369
542	12293	10346
543	12311	10320
544	12331	10294
545	12357	10275
546	12388	10259
547	12409	10235
548	12428	10210
549	12449	10186
550	12469	10161
551	12494	10140
552	12519	10119
553	12541	10096
554	12569	10078
555	12600	10062
556	12622	10038
557	12642	10014
558	12663	9990
559	12682	9965
560	12703	9940
561	12723	9916
562	12743	9891
563	12762	9866
564	12785	9843
565	12807	9820
566	12834	9801
567	12854	9776
568	12875	9752
569	12898	9730
570	12919	9706
571	12939	9681
572	12960	9657
573	12980	9633
574	13007	9614
575	13040	9599
576	13066	9579
577	13087	9554
578	13107	9530
579	13128	9506
580	13148	9482
581	13168	9458
582	13189	9434
583	13213	9412
584	13243	9394
585	13267	9373
586	13288	9349
587	13307	9324
588	13327	9299
589	13346	9274
590	13366	9250
591	13386	9225
592	13405	9200
593	13431	9180
594	13456	9159
595	13480	9137
596	13501	9114
597	13521	9089
598	13545	9067
599	13572	9048
600	13593	9024
601	13614	9001
602	13641	8980
603	13666	8960
604	13693	8940
605	13714	8916
606	13735	8893
607	13757	8869
608	13778	8846
609	13799	8822
610	13821	8799
611	13842	8776
612	13873	8758
613	13901	8739
614	13922	8715
615	13942	8691
616	13964	8668
617	13984	8644
618	14005	8620
619	14025	8595
620	14044	8571
621	14075	8554
622	14113	8540
623	14133	8516
624	14155	8493
625	14174	8468
626	14195	8444
627	14215	8420
628	14235	8396
629	14260	8375
630	14290	8356
631	14313	8334
632	14334	8310
633	14354	8286
634	14375	8262
635	14394	8238
636	14415	8214
637	14436	8191
638	14457	8167
639	14484	8147
640	14513	8128
641	14534	8104
642	14554	8081
643	14576	8057
644	14606	8038
645	14627	8015
646	14647	7991
647	14667	7967
648	14691	7945
649	14716	7924
650	14743	7903
651	14764	7880
652	14783	7856
653	14804	7832
654	14824	7808
655	14843	7783
656	14864	7760
657	14884	7736
658	14915	7717
659	14944	7698
660	14965	7675
661	14985	7651
662	15006	7627
663	15027	7604
664	15048	7580
665	15067	7556
666	15086	7531
667	15106	7508
668	15145	7493
669	15174	7474
670	15194	7450
671	15215	7426
672	15235	7402
673	15256	7379
674	15275	7354
675	15295	7330
676	15313	7306
677	15330	7280
678	15354	7258
679	15388	7241
680	15408	7217
681	15428	7194
682	15448	7169
683	15469	7146
684	15488	7122
685	15511	7099
686	15532	7076
687	15553	7053
688	15583	7034
689	15612	7014
690	15633	6990
691	15656	6968
692	15680	6946
693	15701	6923
694	15720	6898
695	15741	6875
696	15761	6851
697	15782	6828
698	15812	6809
699	15841	6789
700	15862	6765
701	15883	6742
702	15904	6719
703	15923	6695
704	15943	6671
705	15963	6647
706	15984	6624
707	16015	6605
708	16040	6583
709	16060	6560
710	16080	6536
711	16103	6513
712	16123	6490
713	16144	6466
714	16170	6445
715	16201	6426
716	16228	6405
717	16254	6384
718	16274	6360
719	16295	6337
720	16316	6313
721	16337	6290
722	16357	6266
723	16377	6243
724	16397	6219
725	16421	6197
726	16448	6176
727	16471	6154
728	16492	6131
729	16513	6107
730	16533	6084
731	16553	6060
732	16574	6037
733	16592	6013
734	16613	5989
735	16643	5970
736	16668	5948
737	16692	5925
738	16719	5904
739	16740	5881
740	16761	5858
741	16781	5835
742	16802	5811
743	16822	5788
744	16842	5764
745	16875	5745
746	16900	5724
747	16921	5700
748	16943	5677
749	16962	5654
750	16981	5630
751	17002	5607
752	17020	5583
753	17040	5559
754	17069	5539
755	17097	5518
756	17116	5494
757	17138	5471
758	17159	5448
759	17181	5425
760	17200	5401
761	17225	5380
762	17249	5357
763	17271	5335
764	17300	5314
765	17329	5293
766	17351	5270
767	17373	5248
768	17392	5224
769	17413	5201
770	17432	5177
771	17453	5154
772	17472	5131
773	17503	5110
774	17527	5088
775	17548	5065
776	17568	5042
777	17589	5019
778	17610	4996
779	17631	4972
780	17651	4949
781	17670	4926
782	17698	4904
783	17721	4882
784	17745	4860
785	17770	4838
786	17793	4815
787	17814	4792
788	17835	4769
789	17857	4746
790	17878	4724
791	17901	4701
792	17926	4679
793	17956	4658
794	17977	4635
795	17995	4611
796	18015	4588
797	18035	4565
798	18056	4542
799	18076	4519
800	18096	4495
801	18122	4474
802	18148	4452
803	18173	4430
804	18193	4407
805	18213	4383
806	18233	4360
807	18253	4337
808	18276	4314
809	18303	4293
810	18324	4270
811	18356	4249
812	18383	4228
813	18405	4205
814	18425	4182
815	18446	4159
816	18466	4136
817	18487	4113
818	18507	4090
819	18529	4067
820	18557	4046
821	18584	4024
822	18605	4001
823	18626	3978
824	18646	3955
825	18666	3932
826	18687	3909
827	18708	3886
828	18727	3862
829	18755	3841
830	18783	3819
831	18806	3797
832	18835	3776
833	18857	3753
834	18878	3730
835	18897	3707
836	18918	3684
837	18938	3661
838	18961	3638
839	18987	3616
840	19015	3594
841	19036	3572
842	19058	3549
843	19079	3526
844	19100	3503
845	19122	3480
846	19140	3457
847	19160	3434
848	19190	3413
849	19214	3390
850	19236	3368
851	19257	3345
852	19280	3322
853	19302	3299
854	19335	3279
855	19357	3256
856	19389	3235
857	19413	3212
858	19433	3189
859	19453	3166
860	19474	3143
861	19494	3120
862	19514	3097
863	19535	3074
864	19555	3052
865	19574	3028
866	19600	3006
867	19631	2985
868	19652	2962
869	19674	2939
870	19693	2916
871	19713	2893
872	19732	2870
873	19752	2847
874	19771	2824
875	19790	2801
876	19813	2778
877	19841	2756
878	19872	2735
879	19892	2712
880	19912	2689
881	19933	2666
882	19952	2643
883	19971	2620
884	19992	2597
885	20015	2575
886	20043	2553
887	20070	2531
888	20090	2508
889	20110	2485
890	20131	2462
891	20151	2439
892	20172	2417
893	20193	2394
894	20213	2371
895	20246	2350
896	20272	2327
897	20291	2304
898	20312	2282
899	20331	2259
900	20352	2236
901	20375	2213
902	20402	2191
903	20422	2168
904	20443	2146
905	20477	2124
906	20503	2102
907	20525	2079
908	20546	2056
909	20566	2034
910	20586	2011
911	20606	1988
912	20626	1965
913	20646	1942
914	20666	1919
915	20694	1897
916	20719	1875
917	20748	1853
918	20769	1830
919	20790	1807
920	20810	1785
921	20835	1762
922	20856	1739
923	20877	1717
924	20903	1694
925	20937	1673
926	20963	1650
927	20984	1628
928	21004	1605
929	21025	1582
930	21046	1559
931	21067	1537
932	21088	1514
933	21111	1491
934	21141	1469
935	21164	1447
936	21185	1424
937	21217	1402
938	21244	1380
939	21264	1357
940	21284	1334
941	21305	1311
942	21331	1289
943	21358	1267
944	21389	1244
945	21444	1224
946	21464	1201
947	21486	1178
948	21506	1155
949	21525	1132
950	21553	1110
951	21582	1088
952	21603	1065
953	21625	1042
954	21645	1019
955	21664	997
956	21684	974
957	21704	951
958	21724	928
959	21777	907
960	21815	885
961	21835	862
962	21855	839
963	21875	816
964	21895	794
965	21914	771
966	21933	748
967	21953	725
968	21977	703
969	22019	681
970	22047	658
971	22067	635
972	22087	612
973	22117	590
974	22141	567
975	22162	544
976	22186	522
977	22216	499
978	22246	477
979	22267	454
980	22289	431
981	22310	408
982	22329	386
983	22348	363
984	22367	340
985	22390	317
986	22416	295
987	22444	272
988	22465	249
989	22485	227
990	22505	204
991	22524	181
992	22542	158
993	22561	136
994	22579	113
995	22604	90
996	22633	68
997	22661	45
998	22681	22
999	22706	0
