iter	Logloss
224	0.5172454612
225	0.5171152217
226	0.5169677902
227	0.5169261538
228	0.5167846434
229	0.5167318278
230	0.5166424166
231	0.5165473099
232	0.5164781853
233	0.5163807202
234	0.5162385933
235	0.5161894233
236	0.5160757262
237	0.5159887665
238	0.5159406511
239	0.5158525469
240	0.5157769757
241	0.5156869204
242	0.5155955307
243	0.515486878
244	0.5153911829
245	0.5153071355
246	0.5152246636
247	0.51515892
248	0.5151110613
249	0.5149724444
250	0.5148786884
251	0.5147853465
252	0.5147324607
253	0.5146201102
254	0.5145558503
255	0.5145089158
256	0.5144456395
257	0.5143405326
258	0.514262923
259	0.5142148322
260	0.5141247155
261	0.5140169044
262	0.5139176417
263	0.5138121428
264	0.5137531762
265	0.5136152733
266	0.5135614762
267	0.5134537974
268	0.5133894007
269	0.5133406745
270	0.5132896143
271	0.5131660487
272	0.5131030304
273	0.5130935172
274	0.5130078614
275	0.5129455016
276	0.5129204355
277	0.5128721771
278	0.5127212214
279	0.5126238297
280	0.5125865503
281	0.5125003323
282	0.5124286172
283	0.5123302198
284	0.5123083764
285	0.5122825115
286	0.5121465017
287	0.5120554079
288	0.5120285754
289	0.5118705346
290	0.511827012
291	0.5118203382
292	0.5116944694
293	0.5116023048
294	0.511523982
295	0.5114218595
296	0.5113554923
297	0.5112416744
298	0.5112024781
299	0.5111943368
300	0.5111249294
301	0.5110710844
302	0.5109747089
303	0.5108671844
304	0.5108029196
305	0.5107286764
306	0.5106427112
307	0.5105910652
308	0.5105429717
309	0.5104387853
310	0.510348276
311	0.5103103039
312	0.5102480649
313	0.5101220433
314	0.5100295907
315	0.5098777139
316	0.5098165477
317	0.5098083852
318	0.5097446207
319	0.5096470385
320	0.509532795
321	0.50943274
322	0.5093589387
323	0.5092580704
324	0.509195452
325	0.5091205732
326	0.509010889
327	0.5089455313
328	0.5088100466
329	0.5087725662
330	0.5086842294
331	0.5085983871
332	0.508525072
333	0.5084834888
334	0.5084784631
335	0.5084311522
336	0.5083613498
337	0.5082989563
338	0.5082194505
339	0.5081621224
340	0.5080947754
341	0.5080520451
342	0.5080462387
343	0.5080139276
344	0.5079684083
345	0.5078596763
346	0.5078082735
347	0.5077223593
348	0.5076348237
349	0.5075446129
350	0.5074495204
351	0.5073473102
352	0.5072409509
353	0.5071740329
354	0.5071237051
355	0.5070376529
356	0.5069247379
357	0.5067937722
358	0.506726041
359	0.5066922942
360	0.5066361503
361	0.5065756659
362	0.5065257013
363	0.5064702125
364	0.5064225153
365	0.5062841081
366	0.5062491569
367	0.5061514041
368	0.5060608921
369	0.5059828387
370	0.5059199826
371	0.5058713097
372	0.5057936954
373	0.5057000376
374	0.5056238111
375	0.5055718702
376	0.5054915646
377	0.5054530462
378	0.5053701347
379	0.5053039755
380	0.505196139
381	0.50512845
382	0.505067063
383	0.5049886773
384	0.5049248344
385	0.5048290803
386	0.5047919684
387	0.5046595501
388	0.5046554956
389	0.5046111109
390	0.504563211
391	0.5044429761
392	0.504396869
393	0.504291686
394	0.5042243481
395	0.5041430033
396	0.5040561006
397	0.5039776316
398	0.5039171726
399	0.5038460508
400	0.5037684016
401	0.5037032994
402	0.5036703671
403	0.5036059839
404	0.5035784109
405	0.5035127642
406	0.5034600653
407	0.5033714796
408	0.5032392526
409	0.5031752337
410	0.5030934892
411	0.5030427805
412	0.5029661499
413	0.5029485139
414	0.5029052461
415	0.5028493803
416	0.5027756737
417	0.502675284
418	0.5025983102
419	0.5025861666
420	0.502512595
421	0.5024507752
422	0.502366087
423	0.5023631639
424	0.5022697162
425	0.5022218607
426	0.5021212264
427	0.5020380691
428	0.5019594753
429	0.5019545318
430	0.5018834175
431	0.5017850725
432	0.5017624999
433	0.5016501546
434	0.5015762403
435	0.5014806842
436	0.5013944921
437	0.5013455819
438	0.5013025811
439	0.5012388441
440	0.5011774235
441	0.5011231551
442	0.5010811515
443	0.5010570164
444	0.5009257636
445	0.5009215868
446	0.5008339911
447	0.5007649246
448	0.5006744788
449	0.5006034796
450	0.5005982104
451	0.5005360198
452	0.5004832533
453	0.5003782958
454	0.5003762078
455	0.5003454184
456	0.5002553643
457	0.5001697649
458	0.5001166239
459	0.4999628305
460	0.4999217661
461	0.4998501537
462	0.4998123817
463	0.4997786704
464	0.4996681249
465	0.4995674259
466	0.4995108624
467	0.4994436909
468	0.4993854903
469	0.4993111721
470	0.4992415433
471	0.4990975346
472	0.4990238596
473	0.4988943123
474	0.4988461489
475	0.4987744578
476	0.4987059317
477	0.4986367681
478	0.4985663536
479	0.4985261334
480	0.4984873998
481	0.4984539656
482	0.4983706743
483	0.4982912184
484	0.4982494388
485	0.4981874281
486	0.4981148704
487	0.4980077197
488	0.4978866727
489	0.4977442741
490	0.4976906782
491	0.4975549647
492	0.4974959929
493	0.4974459174
494	0.4974431148
495	0.4973500521
496	0.4972922989
497	0.4972278476
498	0.4971279612
499	0.4970275781
500	0.4969347575
501	0.4968939723
502	0.4968194092
503	0.49677145
504	0.4967533912
505	0.4966893582
506	0.4966487628
507	0.4965944965
508	0.4965486994
509	0.4965094762
510	0.496401957
511	0.4963711295
512	0.4963041793
513	0.4962432772
514	0.4961825007
515	0.4960750376
516	0.4960323985
517	0.4959484335
518	0.4959419284
519	0.4958612084
520	0.495757006
521	0.4956812583
522	0.4956441635
523	0.4955872511
524	0.4955218471
525	0.4954839948
526	0.4953830857
527	0.49531256
528	0.4952279529
529	0.4951416797
530	0.4951025801
531	0.4950640758
532	0.4949889625
533	0.4949574085
534	0.4948798993
535	0.4948208499
536	0.4948120036
537	0.4947455806
538	0.4946887559
539	0.4946185009
540	0.4945699311
541	0.4945202321
542	0.4943951821
543	0.4943905249
544	0.4943167289
545	0.4942224197
546	0.4941663059
547	0.4941049348
548	0.494058785
549	0.4939720037
550	0.4938998588
551	0.4938135695
552	0.4938054462
553	0.4937289107
554	0.4937015496
555	0.4936537845
556	0.4935706249
557	0.4935058286
558	0.4934035892
559	0.4933682703
560	0.4932907809
561	0.4932181326
562	0.4931494976
563	0.4931210424
564	0.4931178254
565	0.4931145794
566	0.4930241677
567	0.492980833
568	0.4928907823
569	0.4928229203
570	0.4927234962
571	0.4926535239
572	0.4925762457
573	0.4925026857
574	0.4924862325
575	0.4924240428
576	0.4923664066
577	0.4922958152
578	0.4922414892
579	0.4921929608
580	0.4921442989
581	0.4920940787
582	0.4920076034
583	0.4919479234
584	0.4918719184
585	0.4918009315
586	0.4917327005
587	0.4917258869
588	0.4916299988
589	0.491579238
590	0.4915215585
591	0.4914784464
592	0.4914249626
593	0.4913774933
594	0.4913342513
595	0.4912734053
596	0.4911962177
597	0.4911327732
598	0.4910900291
599	0.4909657927
600	0.4908467027
601	0.4907284126
602	0.4906099074
603	0.4905687596
604	0.4905199145
605	0.490480737
606	0.4904200573
607	0.4903106144
608	0.4902426472
609	0.4901793051
610	0.4900724497
611	0.4899890971
612	0.4899726091
613	0.4898774568
614	0.4898307851
615	0.489773429
616	0.4896804449
617	0.4896005319
618	0.489513835
619	0.4894317895
620	0.4894116091
621	0.4893386482
622	0.4892532385
623	0.4892225924
624	0.4890942108
625	0.489057608
626	0.4889752484
627	0.4888976042
628	0.4888623609
629	0.4888049814
630	0.4887781969
631	0.4887106
632	0.4886435241
633	0.4886064611
634	0.4885339766
635	0.4884969302
636	0.4883671649
637	0.4882658679
638	0.4881759019
639	0.4881193844
640	0.4880874947
641	0.4880275105
642	0.487960515
643	0.4878901532
644	0.4878058387
645	0.4877522373
646	0.4876795365
647	0.4876082157
648	0.4875291503
649	0.4875249552
650	0.4875206125
651	0.4874834582
652	0.4874579347
653	0.4873741256
654	0.4873285559
655	0.4872786763
656	0.4872284753
657	0.4871452683
658	0.4870875387
659	0.486974926
660	0.4869131301
661	0.4868779828
662	0.4867976774
663	0.4867519897
664	0.4866623907
665	0.4866022262
666	0.4865716161
667	0.4864653172
668	0.4863717568
669	0.4863196402
670	0.4862791483
671	0.4862239171
672	0.486188433
673	0.4861365202
674	0.4861014983
675	0.4860563098
676	0.4860376299
677	0.486033976
678	0.4859413702
679	0.4858957412
680	0.4858562999
681	0.4858015399
682	0.4857664967
683	0.4856977976
684	0.4856766238
685	0.4855527373
686	0.4854706075
687	0.485404237
688	0.4852919324
689	0.4852137049
690	0.4851551572
691	0.4851529485
692	0.485111507
693	0.4850290485
694	0.485023898
695	0.4849374532
696	0.4848757018
697	0.4847476404
698	0.4846744836
699	0.4846127067
700	0.4845599824
701	0.4844985343
702	0.4844351879
703	0.4844192608
704	0.4843742871
705	0.4843333004
706	0.4842713713
707	0.4842296176
708	0.4841704293
709	0.4841255123
710	0.484054539
711	0.4839818919
712	0.4839232815
713	0.4838713119
714	0.4837929646
715	0.4837160267
716	0.4836773853
717	0.4836407378
718	0.4836047989
719	0.4835679567
720	0.4834837279
721	0.4834207736
722	0.4833837935
723	0.4833257412
724	0.4832784761
725	0.4832062652
726	0.4831779283
727	0.4831417571
728	0.4830653891
729	0.4829836445
730	0.4829556729
731	0.482896418
732	0.4828273647
733	0.4828192767
734	0.4827407163
735	0.4826624011
736	0.4825991307
737	0.4825418938
738	0.4825201491
739	0.4825000181
740	0.4824157838
741	0.4823268901
742	0.4822497998
743	0.4822126895
744	0.482165583
745	0.4821250666
746	0.4820572548
747	0.4820058315
748	0.4819060472
749	0.4818839884
750	0.4818595394
751	0.4817689794
752	0.4817669636
753	0.4817217853
754	0.4816880159
755	0.4816009964
756	0.481590542
757	0.4815063381
758	0.4813951415
759	0.4812537118
760	0.4812397286
761	0.481189023
762	0.4811327069
763	0.4810963531
764	0.4810764947
765	0.4809758301
766	0.4808931983
767	0.4807964092
768	0.4807482939
769	0.480720279
770	0.4806663078
771	0.4805990773
772	0.4805593239
773	0.4804674339
774	0.4804474204
775	0.4804236793
776	0.480369676
777	0.4803164645
778	0.4802556672
779	0.4801959558
780	0.4801419791
781	0.4800873955
782	0.4800524348
783	0.4800302431
784	0.4800121019
785	0.479972115
786	0.4799570442
787	0.4798948027
788	0.4798247699
789	0.4797338848
790	0.4796718929
791	0.4796342774
792	0.4796059443
793	0.4795497487
794	0.4794903762
795	0.4794891885
796	0.4794501532
797	0.479382406
798	0.4792895563
799	0.479252654
800	0.4791686377
801	0.4790477631
802	0.4789574356
803	0.4788911575
804	0.4788622848
805	0.4787858477
806	0.4787351776
807	0.478711823
808	0.478669956
809	0.4786247806
810	0.4785542494
811	0.4785214485
812	0.4784810483
813	0.4783858163
814	0.4783381187
815	0.4782392103
816	0.4781983404
817	0.4781155025
818	0.4780861535
819	0.4780153158
820	0.4779440793
821	0.4778838488
822	0.4778638371
823	0.4777956398
824	0.4777429081
825	0.4776811989
826	0.4775667359
827	0.4775013959
828	0.4774580407
829	0.4774015119
830	0.4773548549
831	0.477341151
832	0.4772219137
833	0.4771411294
834	0.4770684391
835	0.4770390524
836	0.4770098353
837	0.4769422573
838	0.4768939737
839	0.476877758
840	0.4767934385
841	0.4767579959
842	0.4766461647
843	0.4765590441
844	0.4765084402
845	0.4764311048
846	0.4764118567
847	0.4763519724
848	0.4762670356
849	0.4762254259
850	0.4761274629
851	0.4760491801
852	0.4759193376
853	0.4758143828
854	0.475690386
855	0.4756220941
856	0.4755566581
857	0.4755390795
858	0.4755080713
859	0.475464678
860	0.4754385371
861	0.4754011203
862	0.4753554938
863	0.4753003509
864	0.4752110432
865	0.4752021235
866	0.47514398
867	0.4750900612
868	0.47504833
869	0.4749917989
870	0.4749476636
871	0.4749173826
872	0.4748884844
873	0.4748160044
874	0.4747915308
875	0.4747620509
876	0.4747455841
877	0.4747351399
878	0.4746632434
879	0.4746377697
880	0.4746090419
881	0.4745541335
882	0.4745019315
883	0.4744669757
884	0.4744265546
885	0.4743697049
886	0.474320988
887	0.4742647333
888	0.4742005696
889	0.4741621866
890	0.4741127171
891	0.4740394218
892	0.4739727741
893	0.4738867562
894	0.4738369542
895	0.4737567776
896	0.473672615
897	0.4736428189
898	0.4735996261
899	0.4735668936
900	0.4734712704
901	0.4734261909
902	0.473367752
903	0.4733103366
904	0.4732362109
905	0.4731459437
906	0.4730549931
907	0.4729909569
908	0.472922772
909	0.4728728661
910	0.4728208378
911	0.4727811138
912	0.4727267829
913	0.47266789
914	0.4726222475
915	0.472517441
916	0.4724891202
917	0.4723952455
918	0.4723430791
919	0.4722769093
920	0.4722395184
921	0.4722128389
922	0.4721410101
923	0.4720982016
924	0.4720539624
925	0.4720217237
926	0.4719992709
927	0.4719264805
928	0.4718559543
929	0.4718031382
930	0.471742847
931	0.4716046474
932	0.4715189704
933	0.4714634308
934	0.4713691893
935	0.471348932
936	0.4712689614
937	0.4712525154
938	0.4711907479
939	0.4711605366
940	0.4711469216
941	0.4710707194
942	0.4710370374
943	0.4710269394
944	0.4709769141
945	0.4709112899
946	0.4708631394
947	0.4708116794
948	0.4707720647
949	0.4707497362
950	0.4706602553
951	0.470635018
952	0.4705852569
953	0.470526765
954	0.4704714383
955	0.470400517
956	0.4703487745
957	0.4703137841
958	0.4702807279
959	0.4702591478
960	0.4702032891
961	0.4701646017
962	0.4701197332
963	0.4700711213
964	0.470005568
965	0.469958504
966	0.469919305
967	0.469888199
968	0.4698298738
969	0.4697895566
970	0.4697134188
971	0.4696909657
972	0.4696686967
973	0.4696422522
974	0.4696281113
975	0.4695813733
976	0.4695602203
977	0.4694236116
978	0.4693235683
979	0.4692578668
980	0.469145326
981	0.4690964454
982	0.4690582332
983	0.4690083875
984	0.4689668477
985	0.4688834843
986	0.4688445119
987	0.4688010013
988	0.4687407144
989	0.468708021
990	0.468646443
991	0.4686319884
992	0.4686246557
993	0.4685883099
994	0.4685558041
995	0.4684900022
996	0.468405722
997	0.4683892821
998	0.4683785711
999	0.4683488202
